date,equity,downside_vol,tail_scale
2007-01-31,,,1.0
2007-02-28,,,1.0
2007-04-30,,,1.0
2007-05-31,,,1.0
2007-07-31,,,1.0
2007-08-31,,,1.0
2007-10-31,,,1.0
2007-11-30,,,1.0
2007-12-31,,,1.0
2008-01-31,,,1.0
2008-02-29,,,1.0
2008-03-31,,0.0,1.0
2008-04-30,,0.0,1.0
2008-06-30,,0.0,1.0
2008-07-31,,0.0,1.0
2008-09-30,,0.0,1.0
2008-10-31,,0.0,1.0
2008-12-31,,0.0,1.0
2009-03-31,,0.0,1.0
2009-04-30,,0.0,1.0
2009-06-30,,0.0,1.0
2009-07-31,,0.0,1.0
2009-08-31,,0.0,1.0
2009-09-30,,0.0,1.0
2009-11-30,,0.0,1.0
2009-12-31,0.923765160433655,0.022007102572628615,1.0
2010-03-31,0.9298281741312084,0.022007102572628615,1.0
2010-04-30,0.8827847749138358,0.025282067904287022,1.0
2010-06-30,0.9065181007694408,0.025282067904287022,1.0
2010-08-31,0.9967375653506274,0.025282067904287022,1.0
2010-09-30,1.0337792668139778,0.025282067904287022,1.0
2010-11-30,1.0713535968313044,0.025282067904287022,1.0
2010-12-31,1.1185882105245046,0.025282067904287022,1.0
2011-01-31,1.1678185906985428,0.025282067904287022,1.0
2011-02-28,1.173095626356432,0.025282067904287022,1.0
2011-03-31,1.2226628467790206,0.025282067904287022,1.0
2011-05-31,1.1787977595518813,0.026028870868323974,1.0
2011-06-30,1.1853615152744856,0.017119261889520336,1.0
2011-08-31,1.0539093330132587,0.03424338937190821,1.0
2011-09-30,1.1423915040365753,0.03273853632372834,1.0
2011-10-31,1.1235416698717318,0.03252393260934425,1.0
2011-11-30,1.1328008218547585,0.03252393260934425,1.0
2012-01-31,1.1328008218547585,0.03252393260934425,1.0
2012-02-29,1.1885063229376043,0.03252393260934425,1.0
2012-04-30,1.115783803444836,0.034906100984297285,1.0
2012-05-31,1.1684036852146646,0.034906100984297285,1.0
2012-07-31,1.204277394696628,0.034906100984297285,1.0
2012-08-31,1.2280258960097292,0.034906100984297285,1.0
2012-10-31,1.260286583766554,0.03483800485800918,1.0
2012-11-30,1.2929353407626873,0.03483800485800918,1.0
2012-12-31,1.4040648045198423,0.01787149513140945,1.0
2013-01-31,1.4103227845913795,0.01787149513140945,1.0
2013-02-28,1.4494259290290394,0.01766350140297144,1.0
2013-04-30,1.6292044708767157,0.01766350140297144,1.0
2013-05-31,1.6202641192130163,0.017590373621640325,1.0
2013-07-31,1.6574352156021859,0.017590373621640325,1.0
2013-09-30,1.6736963600713983,0.0015841211253578803,1.0
2013-10-31,1.7265563370703179,0.0015841211253578803,1.0
2013-12-31,1.7469931552562774,0.0015841211253578803,1.0
2014-01-31,1.9069367814942026,0.0015841211253578803,1.0
2014-02-28,1.8539198216540294,0.008038107523081652,1.0
2014-03-31,1.8359610509445656,0.00821856987339922,1.0
2014-04-30,1.9230091672194478,0.00821856987339922,1.0
2014-06-30,1.905486561312645,0.008278322410563055,1.0
2014-07-31,2.042791758499787,0.008278322410563055,1.0
2014-09-30,2.0488221982068326,0.008278322410563055,1.0
2014-10-31,2.1326966663271225,0.008360372338950676,1.0
2014-12-31,2.0628556868979873,0.011667956122055163,1.0
2015-03-31,2.0789412743955595,0.011667956122055163,1.0
2015-04-30,2.2046284109439647,0.011667956122055163,1.0
2015-06-30,2.2692973663016125,0.011667956122055163,1.0
2015-07-31,2.1605516534964972,0.016428407464593796,1.0
2015-08-31,2.1146140035841436,0.01590624048171306,1.0
2015-09-30,2.2631741231112543,0.01617054800159371,1.0
2015-11-30,2.24685864823334,0.01592760291130115,1.0
2015-12-31,2.110277479808567,0.021662068138613245,1.0
2016-02-29,2.2723509602131045,0.021662068138613245,1.0
2016-03-31,2.275464192379467,0.021662068138613245,1.0
2016-05-31,2.2856355705879716,0.021662068138613245,1.0
2016-06-30,2.448292298784329,0.02116465477435626,1.0
2016-08-31,2.4797797661583485,0.02116465477435626,1.0
2016-09-30,2.484626597040629,0.02116465477435626,1.0
2016-10-31,2.6267974484603918,0.02116465477435626,1.0
2016-11-30,2.754490108371671,0.017927254298121833,1.0
2017-01-31,2.8855193502036274,0.01748196134993497,1.0
2017-02-28,2.9265165724447675,0.01748196134993497,1.0
2017-03-31,2.927239501951271,0.017547871651445113,1.0
2017-05-31,2.9288375217763587,0.0,1.0
2017-06-30,2.974025208606668,0.0,1.0
2017-07-31,2.9957143227511476,0.0,1.0
2017-08-31,3.032428924757413,0.0,1.0
2017-10-31,3.0507559803808184,0.0,1.0
2017-11-30,3.0483572883348047,0.00022697415122270267,1.0
2018-01-31,3.0325335826389352,0.0014950344352492562,1.0
2018-02-28,3.00374682645567,0.0029807102896530656,1.0
2018-04-30,3.0804190765378263,0.0029807102896530656,1.0
2018-05-31,3.087095770237805,0.0029807102896530656,1.0
2018-07-31,3.162521512708359,0.0029807102896530656,1.0
2018-08-31,3.1712547622267757,0.0029807102896530656,1.0
2018-10-31,3.205402703484032,0.0029807102896530656,1.0
2018-11-30,2.975405622341686,0.020520887223695872,1.0
2018-12-31,3.211552128572676,0.020520887223695872,1.0
2019-01-31,3.2705761039522288,0.020520887223695872,1.0
2019-02-28,3.36873262297713,0.020520887223695872,1.0
2019-04-30,3.134412941799094,0.027095641058882115,1.0
2019-05-31,3.3408103683904677,0.027272494312003612,1.0
2019-07-31,3.3389622977658004,0.027485363573232766,1.0
2019-09-30,3.481218314790057,0.027485363573232766,1.0
2019-10-31,3.6262293550890057,0.027485363573232766,1.0
2019-12-31,3.6871729839882077,0.027485363573232766,1.0
2020-01-31,3.4797285240660663,0.029971505480187323,1.0
2020-03-31,3.885967565192444,0.029971505480187323,1.0
2020-04-30,4.070837482923705,0.024630012533694335,1.0
2020-06-30,4.375527763611319,0.024630012533694335,1.0
2020-07-31,4.8434042835258,0.024630012533694335,1.0
2020-08-31,4.672140926896086,0.025359961181537417,1.0
2020-09-30,4.5736727621237145,0.01856521864928745,1.0
2020-11-30,4.751935647857988,0.01856521864928745,1.0
2020-12-31,4.782526588386777,0.018589954641701694,1.0
2021-03-31,4.956850291210124,0.018589954641701694,1.0
2021-04-30,4.984439084283086,0.018589954641701694,1.0
2021-06-30,5.0454881796028515,0.018589954641701694,1.0
2021-08-31,4.817481921483616,0.01616959988054584,1.0
2021-09-30,5.278270631752108,0.01616959988054584,1.0
2021-11-30,5.331268532241156,0.01616959988054584,1.0
2021-12-31,4.919834051347983,0.02527729473647151,1.0
2022-01-31,4.835737310122953,0.024839139077584362,1.0
2022-02-28,5.025245433620678,0.02447028895387904,1.0
2022-03-31,4.468931541184543,0.03733194938986626,1.0
2022-05-31,4.468931541184543,0.03733194938986626,1.0
2022-06-30,4.873660861807149,0.03733194938986626,1.0
2022-08-31,4.552027986112418,0.03881328025501249,1.0
2022-09-30,4.861373228587112,0.03881328025501249,1.0
2022-10-31,5.081385981272481,0.03881328025501249,1.0
2022-11-30,4.856926523533315,0.03876946878150898,1.0
2023-01-31,4.7686598172027335,0.03799762855333018,1.0
2023-02-28,4.895884884414029,0.03799762855333018,1.0
2023-03-31,4.950334518297283,0.0353129549060798,1.0
2023-05-31,5.176696900142663,0.03584084774019981,1.0
2023-06-30,5.385390404379352,0.03584084774019981,1.0
2023-07-31,5.290441990439892,0.02168357004913512,1.0
2023-08-31,5.009177019528514,0.024251483354932882,1.0
2023-10-31,5.537467604769117,0.024251483354932882,1.0
2023-11-30,5.954228651434557,0.018929583767336236,1.0
2024-01-31,6.5386948180772135,0.018929583767336236,1.0
2024-02-29,6.8306944273221015,0.018929583767336236,1.0
2024-04-30,7.371535407155651,0.015977206692567927,1.0
2024-05-31,7.688459966156446,0.01572394194471566,1.0
2024-07-31,7.728870795715329,0.01572394194471566,1.0
2024-09-30,7.747175125425092,0.01572394194471566,1.0
2024-10-31,8.312424821142194,0.01572394194471566,1.0
2024-12-31,8.645383558011012,0.01572394194471566,1.0
2025-01-31,8.253197674397343,0.019248048294078824,1.0
2025-02-28,7.62425233644722,0.024557259951555607,1.0
2025-03-31,7.759736917127374,0.024557259951555607,1.0
2025-04-30,8.468280448355909,0.024557259951555607,1.0
2025-06-30,8.463074761677067,0.024534836426448058,1.0
2025-07-31,8.754005582057726,0.024534836426448058,1.0
2025-09-30,9.308983359358868,0.024534836426448058,1.0
2025-10-31,9.369188224632852,0.024534836426448058,1.0
2025-12-31,9.620455012873235,0.024534836426448058,1.0
